"subject","Gender","Age","Income","Education","Country","FinancialLiteracy","condition","response"
"R_wTSwerpgASyV3Vf","Male","28","More than 5700 lei","12","Romania",3,"Friend",0
"R_31WRCN8WOOYn0dR","Female","27","Prefer not to answer","17","Romania",3,"Friend",0
"R_2DTh4wvWCl9Ngce","Male","25","More than 5700 lei","17","Romania",3,"Friend",0
"R_R8mgG7xJxSwOkbn","Male","48","More than 5700 lei","17","Romania",3,"Friend",0
"R_r6BojEiUnamLq6Z","Male","57","More than 5700 lei","19","Romania",4,"Friend",0
"R_A5w5kkxrrfOAXKh","Male","46","More than 5700 lei","17","Romania",3,"Friend",0
"R_8dkqgZZXGTqIewF","Male","50","More than 5700 lei","17","Romania",3,"Friend",0
"R_0emshk3Mc1lMCdj","Female","25","More than 5700 lei","18","Romania",1,"Friend",0
"R_1GBNfKbS9AtMiCL","Male","51","More than 5700 lei","17","Romania",4,"Friend",0
"R_3PLimiFz1nSH88C","Male","46","More than 5700 lei","16","Romania",2,"Friend",0
"R_24H68TXeJ2lFkGv","Male","45","More than 5700 lei","17","Romania",2,"Friend",0
"R_2CmltDHWuw3LjEJ","Male","50","More than 5700 lei","17","Romania",2,"Friend",0
"R_1BOPfyHNdwulThs","Male","50","More than 5700 lei","25","Romania",3,"Friend",1
"R_2zewAaS1WgCc6Gc","Male","34","More than 5700 lei","16","Romania",4,"Friend",0
"R_1l4vsnBYNp1EfDK","Male","40","More than 5700 lei","23","Romania",4,"Friend",0
"R_9Ler5UmqueBcDC1","Female","35","More than 5700 lei","15","Romania",3,"Friend",0
"R_2qrNNddSTKVhlwr","Female","42","More than 5700 lei","18","Romania",2,"Friend",1
"R_3kFkEj8nsX5EgyM","Male","31","More than 5700 lei","21","Romania",3,"Friend",0
"R_1rfy9GBouiHFddk","Male","50","More than 5700 lei","17","Romania",4,"Friend",0
"R_PCEQRDeHz8SioNP","Male","57","More than 5700 lei","22","Romania",3,"Friend",0
"R_2cwj5A4fnTBPZkp","Male","42","More than 5700 lei","18","Romania",2,"Friend",0
"R_2bUxQ5SiZ12tV7f","Male","40","More than 5700 lei","21","Romania",2,"Friend",0
"R_3fNtyTTa5rcaRJt","Male","48","Prefer not to answer","18","Romania",3,"Friend",0
"R_DIyGBtAS6Fcv8Kl","Male","42","More than 5700 lei","18","Romania",2,"Friend",0
"R_1LTIbvnDHUyYryw","Male","30","4800 - 5700 lei","12","Romania",3,"Friend",0
"R_27Prpzib9dLFS4Q","Male","29","More than 5700 lei","12","Romania",3,"Friend",0
"R_269Zc0y0uDfm3yE","Female","53","More than 5700 lei","13","Romania",3,"Friend",0
"R_1NsoviCu7RrJqgs","Male","55","More than 5700 lei","15","Romania",3,"Friend",0
"R_ewD0pEiE3jCB7UZ","Male","42","More than 5700 lei","16","Romania",3,"Friend",0
"R_210wK5tGAVkO9F1","Male","39","More than 5700 lei","20","Romania",3,"Friend",0
"R_1l495ZBZ4849N8b","Male","30","3800 - 4800 lei","17","Romania",3,"Friend",0
"R_bqk8pQ5xnA5Ezlf","Male","46","More than 5700 lei","16","Romania",3,"Friend",0
"R_3frDUoRPv1707xG","Female","41","More than 5700 lei","19","Romania",3,"Friend",0
"R_3LdPsy1B8g2pgMs","Male","54","More than 5700 lei","22","Romania",3,"Friend",0
"R_2wjAIPBSPqAM5x6","Female","34","1900  - 2800 lei","17","Romania",3,"Friend",0
"R_Wj8711FtkWdNKOB","Male","47","More than 5700 lei","17","Romania",3,"Friend",0
"R_2fxLLbiDXvIEahy","Male","28","3800 - 4800 lei","15","Romania",2,"Friend",1
"R_2e3Sec4aFNl7xVp","Female","25","More than 5700 lei","17","Romania",2,"Friend",0
"R_3fYLqysp48uvE6L","Male","35","Less than 1900 lei","16","Romania",2,"Friend",0
"R_2R4gAuLy211Yim3","Male","34","4800 - 5700 lei","15","Romania",3,"Friend",0
"R_1Fy4BWsgjgwt1Ny","Female","61","2800 - 3800 lei","17","Romania",2,"Friend",0
"R_3F4cKABHub9bQhD","Non-binary / third gender","33","More than 5700 lei","17","Romania",3,"Friend",1
"R_5vjnvKyAIQ4oy41","Female","41","More than 5700 lei","19","Romania",3,"Friend",0
"R_D11ivk6Rk5JE9c5","Male","39","More than 5700 lei","17","Romania",3,"Friend",1
"R_3awDNIvLYoBNuUN","Female","42","More than 5700 lei","20","Romania",2,"Friend",1
"R_211k6aXhvofqVxm","Female","57","Prefer not to answer","12","Romania",1,"Friend",0
"R_2pS7Wcl3dLuIkUF","Female","32","More than 5700 lei","20","Romania",2,"Friend",0
"R_1gMx6grb7I2Q2X0","Female","51","Less than 1900 lei","12","Romania",3,"Friend",0
"R_1JISEKtixGdFBLR","Female","33","3800 - 4800 lei","12","Romania",3,"Friend",0
"R_SW5ExWO9Igr2EjD","Male","47","More than 5700 lei","20","Romania",3,"Friend",0
"R_2AMxdHCFFUp5M6t","Female","46","2800 - 3800 lei","16","Romania",2,"Friend",0
"R_2b0NjPQJDHw3GOe","Male","32","More than 5700 lei","16","Romania",4,"Friend",0
"R_2VCHft5maijNXvr","Male","31","More than 5700 lei","20","Romania",4,"Friend",0
"R_9yjHKIhGXvMXCN3","Female","54","3800 - 4800 lei","15","Romania",3,"Friend",0
"R_3hmAWR87nMC0G5R","Female","54","Prefer not to answer","17","Romania",3,"Friend",0
"R_3PcqyjbS5ddU7Ee","Female","39","Prefer not to answer","16","Romania",2,"Friend",0
"R_2XiKaAlzsacGgmJ","Male","29","More than 5700 lei","20","Romania",2,"Friend",0
"R_2Cpw0G9AYjoYYBh","Male","32","More than 5700 lei","15","Romania",3,"Friend",0
"R_3iPawc4rVssA97e","Female","37","More than 5700 lei","22","Romania",2,"Friend",1
"R_1pAIiRy3IAO0Zs9","Male","44","More than 5700 lei","19","Romania",3,"Friend",0
"R_3rMy8o8T1WfI4c6","Male","41","More than 5700 lei","19","Romania",3,"Friend",0
"R_1QzlqtQE0wK1eGR","Male","29","1900  - 2800 lei","13","Romania",3,"Friend",0
"R_8udCp35kZ0Dd74B","Female","31","More than 5700 lei","17","Romania",3,"Friend",0
"R_1IbfMZTJtZkNmY3","Male","31","More than 5700 lei","18","Romania",3,"Friend",0
"R_2Brl4Dy86ThmH0o","Female","27","More than 5700 lei","17","Romania",3,"Friend",0
"R_3GlU0lq7KWwqE7v","Female","27","1900  - 2800 lei","15","Romania",3,"Friend",0
"R_2S2ccdpqzdQeLP8","Male","29","4800 - 5700 lei","17","Romania",2,"Friend",0
"R_Q3yPRMwqWftOXvP","Male","34","More than 5700 lei","18","Romania",1,"Friend",0
"R_3QFzGz1scsqt7iI","Male","28","2800 - 3800 lei","12","Romania",2,"Friend",0
"R_7UuVM2ygIVPEHoR","Male","27","More than 5700 lei","15","Romania",3,"Friend",1
"R_1f7oTgfbgKZLM8R","Male","27","Prefer not to answer","14","Romania",4,"Friend",0
"R_eYdPVSwsqRWRIwV","Male","18","Less than 1900 lei","12","Romania",2,"Friend",1
"R_PNHFS08pKhtnYvn","Female","20","More than 5700 lei","15","Romania",3,"Friend",0
"R_W03isDjkEyU2uZj","Female","45","1900  - 2800 lei","12","Romania",2,"Friend",0
"R_3phjcknj2gSSPi4","Male","35","More than 5700 lei","15","Romania",3,"Friend",0
"R_2rNqvtAljUKDFy4","Male","52","Less than 1900 lei","12","Romania",3,"Friend",1
"R_CgjRbefaPXgilXj","Male","48","More than 5700 lei","24","Romania",3,"Friend",0
"R_3kncx1077jtJnFx","Male","28","Less than 1900 lei","12","Romania",2,"Friend",0
"R_Oa64yCPnIqDt5jb","Male","34","Prefer not to answer","11","Romania",3,"Friend",0
"R_8H9cyy30CTunMsN","Female","21","1900  - 2800 lei","15","Romania",3,"Friend",1
"R_OqJn003SDqa7qBX","Male","42","More than 5700 lei","16","Romania",3,"Friend",0
"R_qL72ikHkl5O53IR","Female","41","Prefer not to answer","18","Romania",2,"Friend",0
"R_1rHwgiPZnUgbv6l","Male","29","More than 5700 lei","15","Romania",3,"Friend",0
"R_AhBrdxVEQijoCrL","Male","26","3800 - 4800 lei","17","Romania",3,"Friend",0
"R_2uqhilIF0qNMyDz","Male","32","2800 - 3800 lei","12","Romania",3,"Friend",0
"R_2WAXiNFhhtue56f","Female","27","4800 - 5700 lei","18","Romania",3,"Friend",0
"R_12A4oaqpjMzRKIf","Female","37","4800 - 5700 lei","17","Romania",4,"Friend",0
"R_248Ey8yDdxGXguX","Male","39","Prefer not to answer","18","Romania",4,"Friend",0
"R_1OkRwH24ucIPhWi","Female","32","More than 5700 lei","22","Romania",2,"Friend",0
"R_UllsDV7rKrT8xBT","Female","25","3800 - 4800 lei","17","Romania",1,"Friend",0
"R_3MhXTGxfhollQva","Female","31","More than 5700 lei","18","Romania",2,"Friend",0
"R_1dbInFPosUXqrBe","Male","29","More than 5700 lei","17","Romania",3,"Friend",0
"R_2V2VxYfEvYRPwo8","Female","35","4800 - 5700 lei","17","Romania",2,"Friend",0
"R_2zCHvYKZcmEGqvY","Female","43","More than 5700 lei","16","Romania",3,"Friend",0
"R_2CQz8U7xkl4gpT2","Male","40","More than 5700 lei","15","Romania",4,"Friend",0
"R_2qdYpNcMIN9UP3X","Male","30","More than 5700 lei","21","Romania",3,"Friend",0
"R_3G19ryf4Yb3T3rd","Male","30","More than 5700 lei","17","Romania",4,"Friend",0
"R_81VPv2rXcwhH357","Female","44","More than 5700 lei","17","Romania",4,"Friend",0
"R_10xiym7bofxUmnz","Male","23","2800 - 3800 lei","15","Romania",3,"Friend",0
"R_wXfObCPyt6HFsFX","Female","62","2800 - 3800 lei","16","Romania",2,"Friend",0
"R_3GCEe2vmMgIBBBC","Female","33","More than 5700 lei","18","Romania",2,"Friend",0
"R_3Enm8LY71NMiU3X","Female","32","More than 5700 lei","17","Romania",3,"Friend",0
"R_1mfJmmgeOqgHmpY","Female","32","More than 5700 lei","21","Romania",3,"Friend",0
"R_2WJB3svUB3H9tqv","Male","35","More than 5700 lei","23","Romania",4,"Friend",0
"R_WcFFWO9DIEoJlDz","Female","21","Prefer not to answer","13","Romania",2,"Friend",1
"R_2rYFvNynlReLejE","Female","29","More than 5700 lei","17","Romania",2,"Friend",0
"R_2e5pbIOnxqxVq0E","Female","29","More than 5700 lei","17","Romania",2,"Friend",0
"R_1HdiVZsBI0QKUB9","Female","18","Prefer not to answer","12","Romania",1,"Friend",1
"R_Q9pWLWdSB7upes9","Male","64","1900  - 2800 lei","12","Romania",3,"Friend",0
"R_1DYKKq1xcLEH6O1","Male","44","4800 - 5700 lei","13","Romania",1,"Friend",0
"R_PSutpYxOPb9s4yB","Female","30","3800 - 4800 lei","17","Romania",2,"Friend",0
"R_0BpdNsyG8kECO3L","Female","27","Prefer not to answer","15","Romania",2,"Friend",0
"R_C9VULhhDh1Szeql","Female","40","More than 5700 lei","5","Romania",3,"Friend",0
"R_1pPBbhdKIzJ6JfK","Female","45","More than 5700 lei","15","Romania",2,"Friend",0
"R_3QGdFv6cORDFtil","Female","39","More than 5700 lei","21","Romania",3,"Friend",0
"R_27d7AK9dkAjXn4M","Female","35","2800 - 3800 lei","18","Romania",3,"Friend",1
"R_1EX4LRsvk8swShH","Male","62","4800 - 5700 lei","18","Romania",2,"Friend",0
"R_21v0nQRQpeXIoB1","Female","22","1900  - 2800 lei","12","Romania",1,"Friend",0
"R_3j7B30eHzrlFwML","Female","40","More than 5700 lei","19","Romania",3,"Friend",0
"R_3FWmYdeyuYDhUSx","Male","49","2800 - 3800 lei","17","Romania",2,"Friend",0
"R_3mZWxTipX3hvqax","Female","36","Prefer not to answer","16","Romania",3,"Friend",0
"R_WBZAYB153trlRFn","Male","37","More than 5700 lei","17","Romania",2,"Friend",1
"R_2Yr1z3I6fxLHA1o","Male","55","More than 5700 lei","17","Romania",3,"Friend",0
"R_tWItL41PiZm9DCV","Female","32","3800 - 4800 lei","24","Romania",3,"Friend",1
"R_1LzXxOtHd8JWp3U","Male","34","More than 5700 lei","18","Romania",4,"Friend",0
"R_3MRUVdAoPPzmpTt","Male","34","More than 5700 lei","17","Romania",4,"Friend",0
"R_1ey0D8NsREYont1","Female","34","3800 - 4800 lei","17","Romania",3,"Friend",0
"R_OE7Vu8bmNV4MrpD","Male","42","More than 5700 lei","12","Romania",3,"Friend",0
"R_1LYigBNGnOWpAbO","Female","55","3800 - 4800 lei","20","Romania",1,"Friend",0
"R_3IWKB4vAdJ5Tmc9","Female","33","3800 - 4800 lei","15","Romania",0,"Friend",0
"R_3rO2xkPEpVeD7pI","Female","32","4800 - 5700 lei","15","Romania",3,"Friend",1
"R_SQ3o1kHdlLseIvv","Male","55","3800 - 4800 lei","28","Romania",2,"Friend",0
"R_3EEzBFC20qa6r3r","Female","49","More than 5700 lei","25","Romania",3,"Friend",0
"R_OwDik430kuVr5yV","Female","20","Less than 1900 lei","14","Romania",1,"Friend",0
"R_1DZMToGqggVKG44","Female","36","More than 5700 lei","17","Romania",3,"Friend",0
"R_2bK7v47BXmPPhvv","Male","37","4800 - 5700 lei","15","Romania",3,"Friend",0
"R_3kAEz6aDzRgbzVW","Female","22","2800 - 3800 lei","16","Romania",1,"Friend",0
"R_3n2XiX0kfwYxr8x","Female","21","More than 5700 lei","15","Romania",2,"Friend",0
"R_3PphPB1JP7Ygxer","Female","38","More than 5700 lei","17","Romania",4,"Friend",0
"R_3OcZFCvbGdNwP3g","Female","32","More than 5700 lei","17","Romania",4,"Friend",0
"R_1OC5Va3DpKwf92o","Male","35","More than 5700 lei","17","Romania",4,"Friend",0
"R_1EZgvSAccNrPi7s","Male","55","2800 - 3800 lei","12","Romania",2,"Friend",0
"R_3Mapa9YrWDTCJGN","Female","21","More than 5700 lei","15","Romania",2,"Friend",0
"R_dh8gYBnKVtUlR4Z","Male","46","Prefer not to answer","17","Romania",4,"Friend",0
"R_3s5q1nMY5xGh2m6","Female","24","More than 5700 lei","17","Romania",3,"Friend",0
"R_1QmSCZj4hVckJTP","Female","43","3800 - 4800 lei","18","Romania",2,"Friend",0
"R_26gyy11ZxbwXTgt","Female","35","More than 5700 lei","16","Romania",3,"Friend",1
"R_3lQzl7fBorEdcZ9","Male","35","More than 5700 lei","20","Romania",3,"Friend",0
"R_1H6SXqfI7j05DZh","Male","35","More than 5700 lei","18","Romania",4,"Friend",1
"R_9zYINnPzFmz7qtr","Prefer not to say","38","Prefer not to answer","16","Romania",3,"Friend",0
"R_3IZ8lVjvkY6m9jA","Male","60","2800 - 3800 lei","15","Romania",3,"Friend",0
"R_31T9zLzXGq40M8b","Male","33","Prefer not to answer","16","Romania",3,"Friend",0
"R_2OTtsP8k9cKgr4m","Female","64","1900  - 2800 lei","13","Romania",3,"Friend",0
"R_3k7ogM7yZIaEwzS","Female","33","More than 5700 lei","18","Romania",2,"Friend",0
"R_1GUBVPVzaFD5GXt","Female","58","3800 - 4800 lei","20","Romania",2,"Friend",1
"R_3Pq9d9uoystqpxE","Male","58","1900  - 2800 lei","10","Romania",1,"Friend",0
"R_1MRQzQRcBWsF1pN","Female","35","More than 5700 lei","17","Romania",3,"Friend",0
"R_RKVwZxFvzQGhN3H","Female","35","More than 5700 lei","18","Romania",3,"Friend",0
"R_31uYDuHcwtmoeta","Female","30","4800 - 5700 lei","17","Romania",3,"Friend",1
"R_1BV4XTtgG4Ei872","Female","56","More than 5700 lei","26","Romania",1,"Friend",0
"R_3RmGfS9bMSn9RLh","Female","34","More than 5700 lei","17","Romania",2,"Friend",0
"R_3JmHkkX2Auw0D8F","Female","30","More than 5700 lei","14","Romania",2,"Friend",0
"R_3ponL3pwyffD6DY","Male","32","More than 5700 lei","17","Romania",3,"Friend",0
"R_2E6UgeOsbRWxsSc","Female","27","2800 - 3800 lei","15","Romania",2,"Friend",0
"R_2WHdPwQjraTKA6Y","Male","45","2800 - 3800 lei","12","Romania",3,"Friend",0
"R_116ALj4cbfsmzKj","Female","32","More than 5700 lei","17","Romania",3,"Friend",0
"R_3rMLWiS9fEU1py9","Female","64","Less than 1900 lei","16","Romania",1,"Friend",0
"R_dp1MuzZPSNuDeIp","Female","62","Prefer not to answer","15","Romania",2,"Friend",0
"R_1lhIOKnSfC1Vm03","Female","31","More than 5700 lei","15","Romania",3,"Friend",0
"R_1gdQGGS9j5QtezO","Female","36","More than 5700 lei","17","Romania",3,"Friend",0
"R_1mqJW6IF0xspx2O","Male","35","More than 5700 lei","18","Romania",3,"Friend",0
"R_3fUZngFmOd8skRl","Female","29","More than 5700 lei","17","Romania",3,"Friend",0
"R_1eDDPgkD2RDSRlS","Male","54","Prefer not to answer","17","Romania",1,"Friend",0
"R_1rokiGmtlHCtXDi","Male","30","2800 - 3800 lei","12","Romania",1,"Friend",0
"R_2qf3QoRrd8EuItg","Male","65","More than 5700 lei","17","Romania",2,"Friend",0
"R_1q35LMxEoWdYTWb","Female","48","More than 5700 lei","22","Romania",3,"Friend",0
"R_2qEgOBr9gkbXooD","Prefer not to say","25","Prefer not to answer","15","Romania",1,"Friend",1
"R_xx5zf3kaOm35MRz","Female","38","2800 - 3800 lei","21","Romania",1,"Friend",1
"R_1EWCq7F7zjZqPaf","Female","21","Less than 1900 lei","12","Romania",1,"Friend",0
"R_1dcz3xcEBtY1xLX","Female","35","2800 - 3800 lei","18","Romania",4,"Friend",1
"R_9NabNlO6tMjJZXX","Female","39","More than 5700 lei","23","Romania",3,"Friend",0
"R_3oGa1ah2dqjLpky","Female","57","More than 5700 lei","17","Romania",2,"Friend",0
"R_2alR88wm3IVziTU","Male","25","More than 5700 lei","12","Romania",4,"Friend",0
"R_3JIpMh4QYOnI5Ge","Male","28","More than 5700 lei","17","Romania",3,"Friend",0
"R_3RmatejzIST94ed","Male","34","Prefer not to answer","17","Romania",3,"Friend",0
"R_1gzM8V0jv5w6xNQ","Female","62","2800 - 3800 lei","17","Romania",1,"Friend",0
"R_2ANIKbXVLhAqXiS","Female","22","1900  - 2800 lei","15","Romania",4,"Friend",0
"R_23ZTmojlWnhg0G9","Female","42","More than 5700 lei","18","Romania",2,"Stranger",0
"R_2BkyBKqaNALRxU2","Male","32","More than 5700 lei","15","Romania",4,"Stranger",1
"R_25N3aENCSoCLCUQ","Male","44","More than 5700 lei","17","Romania",3,"Stranger",1
"R_2rMcmxI9ajGVNSh","Male","46","More than 5700 lei","18","Romania",3,"Stranger",0
"R_2U3pqD6jXbbVwQC","Male","36","More than 5700 lei","17","Romania",3,"Stranger",0
"R_5ilBrlpY5T7Hmnv","Male","42","More than 5700 lei","16","Romania",3,"Stranger",0
"R_3MEcAupqq6HyA0K","Female","31","More than 5700 lei","17","Romania",3,"Stranger",1
"R_3hA5vd2sqgErVFc","Male","27","More than 5700 lei","15","Romania",3,"Stranger",0
"R_1HdHRYcP76MyeOV","Female","36","2800 - 3800 lei","18","Romania",1,"Stranger",0
"R_3e3a3X7QeujZIZR","Female","32","More than 5700 lei","17","Romania",1,"Stranger",0
"R_1gNj3sI7z7uPuDF","Male","49","More than 5700 lei","19","Romania",3,"Stranger",1
"R_3sbrfGttOpI7emP","Male","35","3800 - 4800 lei","16","Romania",4,"Stranger",1
"R_2SvlTkJkvq7WG9w","Male","34","More than 5700 lei","25","Romania",4,"Stranger",1
"R_3EndhMNJfG1cXHg","Female","38","More than 5700 lei","16","Romania",4,"Stranger",0
"R_RE27HU53asZCEw1","Female","31","More than 5700 lei","17","Romania",3,"Stranger",1
"R_1hM53VbciYZGwk4","Male","36","More than 5700 lei","22","Romania",4,"Stranger",1
"R_3J2zT8Y1P4BIfyV","Female","33","More than 5700 lei","15","Romania",1,"Stranger",0
"R_2ypBhgizaOqjspP","Male","37","More than 5700 lei","16","Romania",3,"Stranger",0
"R_27I2snQwOGTsm4E","Female","40","More than 5700 lei","19","Romania",3,"Stranger",1
"R_1g0mWOTofwH68Rq","Male","37","More than 5700 lei","18","Romania",3,"Stranger",0
"R_2V2uxu2tI85xQs9","Male","36","More than 5700 lei","12","Romania",3,"Stranger",0
"R_23aBch23k3ef7CK","Male","23","2800 - 3800 lei","14","Romania",3,"Stranger",0
"R_A079MlmebNQS8G5","Female","24","More than 5700 lei","17","Romania",3,"Stranger",1
"R_50TbZnEMEJ8sbhT","Female","33","More than 5700 lei","17","Romania",3,"Stranger",1
"R_1g126lSVjUJoH5e","Female","35","More than 5700 lei","17","Romania",1,"Stranger",1
"R_1OVqrnLUZwt4Zyw","Female","31","More than 5700 lei","17","Romania",3,"Stranger",0
"R_1ON1ITtQonXOeFI","Male","32","More than 5700 lei","17","Romania",3,"Stranger",0
"R_3rUpKkNUSpvaEPk","Male","34","More than 5700 lei","15","Romania",3,"Stranger",1
"R_p6JiFUhLBJMReMN","Female","35","2800 - 3800 lei","17","Romania",3,"Stranger",0
"R_0vax9PGu3dF0Qx3","Male","27","More than 5700 lei","20","Romania",4,"Stranger",0
"R_1K1I4Me7mNEIeFy","Male","47","4800 - 5700 lei","16","Romania",1,"Stranger",0
"R_xbCXxSOXhkYQsI9","Female","36","3800 - 4800 lei","22","Romania",3,"Stranger",0
"R_25QuRVQz5GNOZ35","Female","38","More than 5700 lei","18","Romania",2,"Stranger",0
"R_3O9eOUPxoTCo7LL","Female","32","More than 5700 lei","15","Romania",3,"Stranger",0
"R_27CfMlQN3ZpTJ5M","Male","32","More than 5700 lei","17","Romania",4,"Stranger",0
"R_28JbOc1ksqpQAIl","Male","33","More than 5700 lei","21","Romania",4,"Stranger",1
"R_1n3hMGyeSFRsJQ2","Male","37","More than 5700 lei","15","Romania",4,"Stranger",1
"R_dbwfEhLuPwPrKrD","Female","37","More than 5700 lei","16","Romania",3,"Stranger",0
"R_XBZ6lzIBgci3i4V","Female","31","More than 5700 lei","17","Romania",2,"Stranger",1
"R_1ovYeUdUzhatPQV","Male","40","More than 5700 lei","25","Romania",4,"Stranger",1
"R_1HqPKdmkZ3X5vB2","Male","50","More than 5700 lei","23","Romania",3,"Stranger",0
"R_1mzw3aGpXCd6vim","Female","22","Prefer not to answer","14","Romania",0,"Stranger",1
"R_3rYQNkUTB1nxvtg","Female","29","More than 5700 lei","15","Romania",2,"Stranger",0
"R_1LTfcwgvPVfRqIy","Female","37","More than 5700 lei","18","Romania",1,"Stranger",0
"R_3QKpAriu25ApPBl","Female","35","2800 - 3800 lei","17","Romania",2,"Stranger",0
"R_20MbYWmRFpBl79O","Female","33","More than 5700 lei","17","Romania",2,"Stranger",1
"R_voUgLxuIGhj95pn","Male","29","More than 5700 lei","16","Romania",3,"Stranger",0
"R_2pMiXPU8HvJVnX4","Female","28","3800 - 4800 lei","15","Romania",2,"Stranger",1
"R_r9jAK1yDwMdBhtf","Female","43","3800 - 4800 lei","18","Romania",2,"Stranger",1
"R_1rGkRhJRNZqMfkl","Female","32","More than 5700 lei","15","Romania",3,"Stranger",1
"R_3fW5QJmgD3ubMOg","Male","34","More than 5700 lei","18","Romania",3,"Stranger",1
"R_3EWr45c2RA8Cijb","Female","29","1900  - 2800 lei","3","Romania",2,"Stranger",1
"R_svOhMFEp7EBVDxv","Female","53","Less than 1900 lei","10","Romania",1,"Stranger",0
"R_1FSbH0AVilDp2OA","Female","35","More than 5700 lei","17","Romania",1,"Stranger",0
"R_129Mgjo8VM6li0F","Male","34","More than 5700 lei","15","Romania",3,"Stranger",1
"R_2VEfFF5Fe2JEZp6","Female","31","More than 5700 lei","20","Romania",4,"Stranger",1
"R_1jj2O3wDK6n7Qtr","Female","45","More than 5700 lei","20","Romania",2,"Stranger",0
"R_1K3VvDw79D6fAq7","Male","39","More than 5700 lei","17","Romania",3,"Stranger",1
"R_2EuikGz1zu5u1HQ","Male","25","3800 - 4800 lei","17","Romania",3,"Stranger",1
"R_1kRMbqjq6PjcEfe","Male","45","More than 5700 lei","14","Romania",4,"Stranger",1
"R_25Ksh8dJZ7QnvSL","Female","26","More than 5700 lei","17","Romania",3,"Stranger",1
"R_2tgjUNyTKD6Nwtk","Male","54","More than 5700 lei","15","Romania",3,"Stranger",1
"R_3scX4XBr0ilPilH","Male","27","More than 5700 lei","18","Romania",4,"Stranger",1
"R_BrfapfJVrNpGWKl","Female","37","More than 5700 lei","14","Romania",2,"Stranger",0
"R_2cCRm9KoPcyFGVt","Male","32","More than 5700 lei","17","Romania",4,"Stranger",1
"R_2ttKLNk8oXA3KIf","Female","35","More than 5700 lei","20","Romania",3,"Stranger",1
"R_2Sc5crEWYvXtkbj","Female","35","Prefer not to answer","11","Romania",2,"Stranger",0
"R_3COrGlu4wsT5Rst","Male","36","More than 5700 lei","19","Romania",4,"Stranger",0
"R_1dzyOhET7D5ZhYM","Male","23","3800 - 4800 lei","16","Romania",4,"Stranger",1
"R_3fGza4Am2sgEexo","Female","44","Prefer not to answer","17","Romania",3,"Stranger",0
"R_3FJNELx7L8jySdA","Male","51","More than 5700 lei","6.5","Romania",1,"Stranger",0
